"year","HHID","h15bq2","h15bq3b","h15bq3c","h15bq4","h15bq5","h15bq6","h15bq7","h15bq8","h15bq9","h15bq10","h15bq11","h15bq12","h15bq13"
2009,"3133000111",116,3,1,,,,,6,4800,,,,800
2009,"3133000111",135,2,85,2,400,,,,,,,200,
2009,"3133000111",146,3,33,3,1500,,,,,,,500,
2009,"3133000111",127,2,4,3,600,,,,,,,200,
2009,"3133000111",141,2,33,,,,,2,1000,,,,500
2009,"3133000111",138,2,64,,,,,4,400,,,100,100
2009,"3133000111",149,7,54,2,200,,,,,,,100,
2009,"3133000111",115,3,1,,,,,3,2400,,,,800
2009,"3133000111",108,7,22,,,,,1,3500,,,,3500
2009,"3133000111",132,7,22,,,,,2,2000,,,,1000
2009,"3133000111",139,3,64,,,,,9,900,,,,100
2009,"3133000111",137,1,85,2,1000,,,,,,,500,
2009,"3133000111",107,7,64,,,,,7,3500,,,,500
2009,"3133000201",143,1,54,1,100,,,,,,,100,
2009,"3133000201",123,1,33,1,300,,,,,,,300,
2009,"3133000201",145,2,32,,,,,,,4,2000,500,500
2009,"3133000201",108,7,32,14,2000,,,,,,,150,
2009,"3133000201",132,7,64,,,,,7,3500,,,,500
2009,"3133000201",127,3,4,,,,,,,3,600,200,
2009,"3133000201",141,4,32,,,,,6,3000,,,,500
2009,"3133000201",150,7,54,0.5,150,,,,,,,300,
2009,"3133000201",139,3,66,,,,,,,6,600,100,100
2009,"3133000201",107,1,64,1,500,,,,,,,500,
2009,"3133000201",135,3,85,1,100,,,,,,,100,
2009,"3133000202",135,3,85,1,300,,,,,,,100,
2009,"3133000202",110,1,1,1,2200,,,,,,,2200,
2009,"3133000202",108,7,22,,,,,1,4000,,,,4000
2009,"3133000202",150,7,51,1,400,,,,,,,400,
2009,"3133000202",143,4,33,,,,,3,900,,,,300
2009,"3133000202",137,1,85,1,500,,,,,,,500,
2009,"3133000202",147,7,1,1,2400,,,,,,,2400,
2009,"3133000202",131,1,64,1,300,,,,,,,300,
2009,"3133000202",145,1,32,,,,,1,500,,,,500
2009,"3133000202",117,1,1,1,3700,,,,,,,3700,
2009,"3133000202",132,7,22,,,,,2,1000,,,,500
2009,"3133000202",124,1,85,4,1000,,,,,,,250,
2009,"3133000202",107,3,64,,,,,3,1800,,,,500
2009,"3133000202",133,7,64,,,,,2,200,,,,100
2009,"3133000202",139,1,64,3,300,,,,,,,100,
2009,"3133000202",115,2,1,1,1500,,,,,,,1500,
2009,"3133000202",152,1,24,,,1,1500,,,,,1500,
2009,"3133000202",141,6,33,,,,,6,3000,,,,500
2009,"3133000202",116,7,32,4,3000,,,,,,,750,
2009,"3133000202",106,1,64,,,,,1,300,,,,300
2009,"3133000202",151,1,26,,,1,800,,,,,800,
2009,"3133000202",149,1,54,1,100,,,,,,,100,
2009,"3133000202",136,3,85,1,200,,,,,,,200,
2009,"3133000202",127,3,4,3,600,,,,,,,200,
2009,"3133000204",133,7,64,,,,,7,1400,,,,200
2009,"3133000204",136,1,85,1,200,,,,,,,200,
2009,"3133000204",137,1,85,1,500,,,,,,,500,
2009,"3133000204",153,3,26,,,3,1500,,,,,500,
2009,"3133000204",150,7,34,2,200,,,,,,,100,
2009,"3133000204",108,1,1,1,900,,,,,,,900,
2009,"3133000204",147,4,33,4,1600,,,,,,,400,
2009,"3133000204",117,1,1,,,,,,,0.5,1700,3400,
2009,"3133000204",116,6,1,,,,,3,2100,,,,700
2009,"3133000204",112,1,64,,,,,1,500,,,,500
2009,"3133000204",141,1,32,,,,,1,300,,,,300
2009,"3133000204",149,7,54,2,200,,,,,,,100,
2009,"3133000204",105,5,64,,,,,5,5000,,,,1000
2009,"3133000204",138,1,64,,,,,1,200,,,,200
2009,"3133000204",127,1,4,1,300,,,,,,,300,
2009,"3133000204",139,2,64,,,,,2,200,,,,100
2009,"3133000204",113,6,1,,,,,3,3000,,,,1000
2009,"3133000204",144,4,33,,,,,2,800,,,,400
2009,"3133000204",155,7,85,28,1400,,,,,,,50,
2009,"3133000204",157,2,,,,,1600,,,,,,
2009,"3133000204",121,1,85,,,,,1,5000,,,,5000
2009,"3133000205",146,2,1,0.5,1200,,,,,,,2400,
2009,"3133000205",137,1,85,1,500,,,,,,,500,
2009,"3133000205",149,6,54,1,100,,,,,,,100,
2009,"3133000205",113,4,1,,,,,4,4800,,,,1200
2009,"3133000205",105,2,64,,,,,2,1000,,,,500
2009,"3133000205",141,3,1,,,,,1,1400,,,,1400
2009,"3133000205",135,3,85,2,200,,,,,,,100,
2009,"3133000205",136,3,85,3,600,,,,,,,200,
2009,"3133000205",148,4,54,1,50,,,,,,,50,
2009,"3133000205",143,2,1,,,,,0.25,1000,,,,4000
2009,"3133000205",127,3,4,3,1200,,,,,,,400,
2009,"3133000205",139,3,64,,,,,4,400,,,,100
2009,"3133000205",147,2,1,0.5,1200,,,,,,,2400,
2009,"3133000205",130,2,64,,,,,3,300,,,,100
2009,"3133000205",108,4,1,,,,,5,5000,,,,1000
2009,"3133000205",112,2,64,,,,,2,1000,,,,500
2009,"3133000205",145,2,1,,,,,1,1400,,,,1400
2009,"3133000205",150,7,51,0.5,150,,,,,,,300,
2009,"3133000205",123,2,64,14,4200,,,,,,,300,
2009,"3133000206",121,1,85,,,,,1,6000,,,,6000
2009,"3133000206",115,7,1,2,2000,,,,,,,1000,
2009,"3133000206",138,2,64,,,,,,,4,400,100,100
2009,"3133000206",108,7,22,,,,,1.5,9000,,,,6000
2009,"3133000206",149,1,54,0.5,25,,,,,,,50,
2009,"3133000206",136,3,85,3,600,,,,,,,200,
2009,"3133000206",150,7,51,0.5,150,,,,,,,300,
2009,"3133000206",132,7,22,,,,,1,500,3,1500,500,
2009,"3133000206",127,3,4,6,600,,,,,,,100,
2009,"3133000206",107,1,64,,,,,2,400,,,,400
2009,"3133000206",146,6,33,10,5000,,,,,,,500,
2009,"3133000206",141,4,33,4,2000,,,,,,,500,
2009,"3133000206",142,5,32,5,1000,,,,,,,200,
2009,"3133000206",135,3,85,3,300,,,,,,,100,
2009,"3133000207",156,7,83,2,200,,,,,,,100,
2009,"3133000207",157,7,,,,,,,,,12600,,
2009,"3133000208",148,1,54,0.5,25,,,,,,,50,
2009,"3133000208",145,1,1,,,,,1,2000,,,,2000
2009,"3133000208",107,1,64,,,,,2,1000,,,,500
2009,"3133000208",117,1,1,,,,,,,0.5,2000,4000,
2009,"3133000208",140,5,64,,,,,75,7500,,,,100
2009,"3133000208",105,6,64,12,6000,,,,,,,500,
2009,"3133000208",141,2,1,2,4000,,,,,,,2000,
2009,"3133000208",139,3,64,,,,,9,900,,,,100
2009,"3133000208",156,7,83,1,100,,,,,,,100,
2009,"3133000208",150,1,51,1,400,,,,,,,400,
2009,"3133000208",108,1,1,1.5,1500,,,,,,,1000,
2009,"3133000208",147,1,1,0.129999995231628,300,,,,,,,2400,
2009,"3133000209",112,1,64,1,1000,,,,,,,1000,
2009,"3133000209",140,7,32,,,,,7,2800,,,,400
2009,"3133000209",131,1,70,,,,,5,500,,,,100
2009,"3133000209",156,7,54,2,200,,,,,,,100,
2009,"3133000209",135,2,85,2,50,,,,,,,25,
2009,"3133000209",136,2,85,2,400,,,,,,,200,
2009,"3133000209",107,2,64,,,,,2,1000,,,,500
2009,"3133000209",147,2,1,0.25,600,,,,,,,2400,
2009,"3133000209",148,7,54,2,100,,,,,,,50,
2009,"3133000209",115,1,32,4,1200,,,,,,,300,
2009,"3133000209",153,2,26,2,1200,,,,,,,600,
2009,"3133000209",150,7,54,1,350,,,,,,,350,
2009,"3133000209",133,1,85,1,50,,,,,,,50,
2009,"3133000209",139,2,66,,,,,2,200,,,,100
2009,"3133000209",105,7,64,,,,,7,5600,,,,800
2009,"3133000210",136,2,85,2,400,,,,,,,200,
2009,"3133000210",127,3,28,3,900,,,,,,,300,
2009,"3133000210",108,7,22,,,,,1,10000,,,,10000
2009,"3133000210",149,7,54,1,100,,,,,,,100,
2009,"3133000210",111,1,32,,,,,3,900,,,,300
2009,"3133000210",139,2,64,,,,,4,200,,,,50
2009,"3133000210",150,7,54,1,150,,,,,,,150,
2009,"3133000210",105,3,64,,,,,5,2500,,,,500
2009,"3133000210",138,1,66,2,200,,,,,,,100,
2009,"3133000210",146,2,33,2,600,,,,,,,300,
2009,"3133000210",147,2,1,0.25,600,,,,,,,2200,
2009,"3133000210",141,7,32,,,,,5,2500,,,,500
2009,"3133000210",112,2,64,,,,,3,1500,,,,500
2009,"3133000210",133,1,85,2,200,,,,,,,100,
2009,"3133000210",135,3,85,2,200,,,,,,,100,
2009,"3133000210",113,2,32,,,,,5,1500,,,,300
2009,"3133000211",132,7,22,,,,,7,7000,,,,1000
2009,"3133000211",157,7,,,,,,,,,14000,,
2009,"3133000301",148,1,54,0.5,25,,,,,,,50,
2009,"3133000301",107,1,64,1,1000,,,,,,,1000,
2009,"3133000301",108,2,1,,,,,,,4,4000,,1000
2009,"3133000301",105,1,64,1,1000,,,,,,,1000,
2009,"3133000301",147,1,1,0.25,600,,,,,,,2400,
2009,"3133000301",150,7,51,0.5,150,,,,,,,300,
2009,"3133000301",113,7,33,35,17500,,,,,,,500,
2009,"3133000301",115,2,1,,,,,1,900,,,,900
2009,"3133000301",141,7,33,,,,,14,7000,,,,500
2009,"3133000301",146,7,33,,,,,7,3500,,,,500
2009,"3133000301",139,1,64,,,,,1,200,,,,200
2009,"3133000301",124,1,85,,,,,4,600,,,,150
2009,"3133000301",111,1,33,,,,,8,1600,,,,200
2009,"3133000301",123,1,64,1,2000,,,,,,,2000,
2009,"3133000302",107,1,64,1,500,,,,,,,500,
2009,"3133000302",117,1,1,1,5000,,,,,,,5000,
2009,"3133000302",108,7,1,10.5,6300,,,,,,,600,
2009,"3133000302",127,2,4,4,800,,,,,,,200,
2009,"3133000302",157,7,,,,,8000,,,,,,
2009,"3133000302",148,2,54,0.5,25,,,,,,,50,
2009,"3133000302",147,2,1,0.5,1500,,,,,,,3000,
2009,"3133000302",139,5,64,,,,,1,2000,,,,2000
2009,"3133000302",106,2,64,8,800,,,,,,,100,
2009,"3133000302",141,3,33,3,1500,,,,,,,500,
2009,"3133000302",150,7,51,0.5,150,,,,,,,300,
2009,"3133000302",123,2,64,2,8000,,,,,,,4000,
2009,"3133000304",139,5,66,,,,,5,1500,,,,300
2009,"3133000304",135,3,85,3,600,,,,,,,200,
2009,"3133000304",147,4,54,2,600,,,,,,,300,
2009,"3133000304",136,2,85,2,400,,,,,,,200,
2009,"3133000304",122,1,64,,,,,1,2500,,,,2500
2009,"3133000304",127,2,4,4,400,,,,,,,100,
2009,"3133000304",116,3,1,,,,,1.5,1500,,,,500
2009,"3133000304",117,2,1,2,7000,,,,,,,3500,
2009,"3133000304",141,1,32,,,,,1,700,,,,700
2009,"3133000304",140,1,32,,,,,1,200,,,,200
2009,"3133000304",107,3,64,,,,,3,3000,,,,1000
2009,"3133000304",112,7,64,,,,,7,3500,,,,500
2009,"3133000304",108,7,1,,,,,14,6300,,,,450
2009,"3133000304",113,2,1,2,2000,,,3,3000,,,,1000
2009,"3133000304",123,1,56,1,2000,,,,,,,2000,
2009,"3133000304",145,3,32,,,,,3,1200,,,,400
2009,"3133000304",150,7,54,1,300,,,,,,,300,
2009,"3133000304",143,4,32,,,,,4,2400,,,,600
2009,"3133000305",121,1,85,,,,,1,9000,,,,9000
2009,"3133000305",146,3,33,3,1500,,,,,,,500,
2009,"3133000305",145,3,1,,,,,1.5,1350,,,,900
2009,"3133000305",133,1,64,1,500,,,,,,,500,
2009,"3133000305",150,7,51,1,300,,,,,,,300,
2009,"3133000305",107,3,64,,,,,4,4000,,,,1000
2009,"3133000305",156,7,83,1,100,,,,,,,100,
2009,"3133000305",122,1,64,1,6000,,,,,,,6000,
2009,"3133000305",131,3,69,,,,,1,5000,,,,5000
2009,"3133000305",136,6,64,,,,,6,3000,,,,500
2009,"3133000305",116,3,1,,,,,2,1600,,,,800
2009,"3133000305",125,3,3,,,,,4,1800,,,600,
2009,"3133000305",124,3,85,12,1800,,,,,,,150,
2009,"3133000305",130,7,64,,,,,21,4200,,,,200
2009,"3133000305",151,2,26,2,1600,,,,,,,800,
2009,"3133000305",117,1,1,1,2500,,,,,,,2500,
2009,"3133000305",157,1,,,1500,,,,,,,,
2009,"3133000305",113,2,1,9,9000,,,,,,,1000,
2009,"3133000305",105,3,64,,,,,12,12000,,,,1000
2009,"3133000305",135,3,85,3,600,,,,,,,200,
2009,"3133000305",108,5,1,,,,,20,20000,,,,1000
2009,"3133000305",127,2,33,1,500,,,,,,,500,
2009,"3133000306",157,7,,,,,,,,,35000,,
2009,"3133000308",105,4,64,10,10000,,,,,,,1000,
2009,"3133000308",135,1,85,1,200,,,,,,,200,
2009,"3133000308",147,3,1,0.5,1200,,,,,,,2400,
2009,"3133000308",145,1,32,,,,,2,1000,,,,500
2009,"3133000308",150,7,54,1,500,,,,,,,500,
2009,"3133000308",117,1,1,2,7000,,,,,,,3500,
2009,"3133000308",130,2,64,,,,,7,1400,,,,200
2009,"3133000308",146,6,33,,,,,6,3000,,,,500
2009,"3133000308",125,2,32,,,,,7,1400,,,,200
2009,"3133000308",123,1,64,1,2500,,,,,,,2500,
2009,"3133000308",113,1,32,5,2500,,,,,,,500,
2009,"3133000308",116,7,1,,,,,2,2000,,,,1000
2009,"3133000308",149,2,54,2,200,,,,,,,100,
2009,"3133000308",141,2,32,2,1600,,,,,,,800,
2009,"3133000308",136,2,64,2,800,,,,,,,400,
2009,"3133000308",137,2,64,4,2000,,,,,,,500,
2009,"3133000308",107,1,64,,,,,1,2000,,,,2000
2009,"3133000308",127,1,4,2,500,,,,,,,250,
2009,"3133000308",108,7,1,2,2000,,,,,,,1000,
2009,"3133000309",107,7,64,,,,,7,7000,,,,1000
2009,"3133000309",147,2,54,2,800,,,,,,,400,
2009,"3133000309",115,1,32,,,,,2,800,,,,400
2009,"3133000309",148,3,54,1,50,,,,,,,50,
2009,"3133000309",127,2,4,2,600,,,,,,,300,
2009,"3133000309",150,7,54,1,400,,,,,,,400,
2009,"3133000309",123,3,64,3,7500,,,,,,,2500,
2009,"3133000309",139,2,66,,,,,2,400,,,,200
2009,"3133000309",108,7,32,,,,,28,11200,,,,400
2009,"3133000309",146,2,32,,,,,2,1200,,,,600
2009,"3133000309",116,1,32,,,,,2,800,,,,400
2009,"3133000309",141,3,32,3,1800,,,,,,,600,
2009,"3133000309",155,3,85,5,200,,,,,,,40,
2009,"3133000309",156,7,83,1,100,,,,,,,100,
2009,"3133000309",125,2,32,2,400,,,,,,,200,
2009,"3133000309",135,2,85,1,200,,,,,,,200,
2009,"3133000309",145,1,32,,,,,2,800,,,400,
2009,"3133000309",136,2,85,2,400,,,,,,,200,
2009,"3133000311",141,2,32,1.60000002384186,1200,,,,,,,600,
2009,"3133000311",146,7,33,,,,,7,5600,,,,800
2009,"3133000311",161,,,,900,,,,,,,,
2009,"3133000311",125,7,32,,,,,28,5600,,,,200
2009,"3133000311",149,2,54,0.5,50,,,,,,,100,
2009,"3133000311",108,7,22,1,3500,,,,,,,3500,
2009,"3133000311",130,7,64,,,,,6,3000,,,,500
2009,"3133000311",107,2,64,2,2000,,,,,,,,1000
2009,"3133000311",139,3,64,,,,,9,900,,,,100
2009,"3133000311",150,7,51,1,300,,,,,,,300,
2009,"3133000311",112,1,64,1,1000,,,,,,,1000,
2009,"3133000311",138,1,64,,,,,2,200,,,,100
2009,"3153001601",141,3,32,2.40000009536743,1950,,,,,,,650,
2009,"3153001601",150,7,1,0.25,150,,,,,,,600,
2009,"3153001601",122,4,55,4,4000,,,,,,,1000,
2009,"3153001601",127,3,4,3,900,,,,,,,300,
2009,"3153001601",136,3,64,1,200,,,,,,,200,
2009,"3153001601",113,7,32,,,,,14,2800,,,,200
2009,"3153001601",135,3,85,3,150,,,,,,,50,
2009,"3153001601",153,1,32,,,,,2,600,,,,300
2009,"3153001602",122,2,55,,,,,,,2,2000,1000,
2009,"3153001602",150,2,33,0.5,125,,,,,,,250,
2009,"3153001602",127,2,4,2,600,,,,,,,300,
2009,"3153001602",107,7,64,,,,,7,7000,,,,1000
2009,"3153001602",135,2,64,1,100,,,,,,,100,
2009,"3153001602",153,1,32,5,1000,,,,,,,200,
2009,"3153001603",141,4,32,,,,,8,4000,,,,500
2009,"3153001603",107,3,64,,,,,6,3000,,,,500
2009,"3153001603",115,2,32,,,,,6,3000,,,,500
2009,"3153001603",113,2,32,,,,,8,2400,,,,300
2009,"3153001603",127,4,4,8,800,,,,,,,200,
2009,"3153001603",150,7,51,1,400,,,,,,,400,
2009,"3153001603",146,3,32,,,,,3,1500,,,,500
2009,"3153001603",101,3,67,,,,,1,3000,,,,3000
2009,"3153001603",147,3,1,3,7200,,,,,,,2400,
2009,"3153001603",135,4,64,2,400,,,,,,,200,
2009,"3153001603",149,3,54,1,100,,,,,,,100,
2009,"3153001604",149,1,54,0.25,25,,,,,,,100,
2009,"3153001604",145,2,32,,,,,2,1200,,,,600
2009,"3153001604",146,1,32,,,,,1,650,,,,650
2009,"3153001604",122,2,55,6,3000,,,,,,,500,
2009,"3153001604",147,1,33,0.5,300,,,,,,,600,
2009,"3153001604",107,3,64,,,,,3,1500,,,,500
2009,"3153001604",153,1,32,,,,,3,900,,,,300
2009,"3153001604",127,3,28,1.5,1050,,,,,,,700,
2009,"3153001604",135,3,85,3,150,,,,,,,50,
2009,"3153001604",150,7,51,0.25,125,,,,,,,500,
2009,"3153001604",115,4,32,,,,,6,1200,,,,200
2009,"3153001605",150,7,51,0.5,125,,,,,,,250,
2009,"3153001605",115,3,32,,,,,12,3000,,,,250
2009,"3153001605",146,3,32,1.20000004768372,1350,,,,,,,900,
2009,"3153001605",118,1,1,1,3400,,,,,,,3400,
2009,"3153001605",147,2,33,1,800,,,,,,,800,
2009,"3153001605",107,4,64,,,,,4,2000,,,,500
2009,"3153001605",122,1,55,1,1500,,,,,,,1500,
2009,"3153001605",136,1,64,1,300,,,,,,,300,
2009,"3153001605",153,7,28,,,4,1000,,,,,250,
2009,"3153001605",141,5,32,4,3500,,,,,,,700,
2009,"3153001605",127,1,4,1,300,,,,,,,300,
2009,"3153001605",135,1,85,1,50,,,,,,,50,
2009,"3153001606",135,2,85,1,100,,,,,,,100,
2009,"3153001606",117,1,1,0.5,2500,,,,,,,5000,
2009,"3153001606",107,7,64,,,,,7,7000,,,,1000
2009,"3153001606",153,1,32,5,5000,,,,,,,1000,
2009,"3153001606",149,5,54,1,100,,,,,,,100,
2009,"3153001606",127,2,28,1,800,,,,,,,800,
2009,"3153001606",146,4,32,,,,,4,3200,,,,800
2009,"3153001606",150,7,51,0.5,125,,,,,,,250,
2009,"3153001606",141,3,32,6,3600,,,,,,,600,
2009,"3153001606",122,2,55,5,2500,,,,,,,500,
2009,"3153001606",136,3,64,3,600,,,,,,,200,
2009,"3153001606",147,5,33,1,700,,,,,,,700,
2009,"3153001607",150,7,51,0.5,250,,,,,,,500,
2009,"3153001607",135,4,85,2,400,,,,,,,200,
2009,"3153001607",120,1,1,1,4000,,,,,,,4000,
2009,"3153001607",121,1,85,1,4500,,,,,,,4500,
2009,"3153001607",127,2,28,1,800,,,,,,,800,
2009,"3153001607",122,4,55,,,,,,,8,8000,1000,
2009,"3153001607",149,1,54,0.25,25,,,,,,,100,
2009,"3153001607",115,3,32,,,,,12,2400,,,,200
2009,"3153001607",153,3,28,6,2400,,,,,,,400,
2009,"3153001607",147,1,33,1,800,,,,,,,800,
2009,"3153001607",107,4,64,,,,,4,4000,,,,1000
2009,"3153001609",115,2,32,4.80000019073486,1200,,,,,,,200,
2009,"3153001609",117,2,1,2,9000,,,,,,,4500,
2009,"3153001609",151,7,26,13,9100,,,,,,,700,
2009,"3153001609",133,2,64,5,500,,,,,,,100,
2009,"3153001609",113,4,33,24,4800,,,,,,,200,
2009,"3153001609",118,2,1,1,3400,,,,,,,3400,
2009,"3153001609",119,1,1,1,4500,,,,,,,4500,
2009,"3153001609",135,7,1,0.25,675,,,,,,,2700,
2009,"3153001609",137,1,85,1,700,,,,,,,700,
2009,"3153001609",129,7,1,0.5,1000,,,,,,,2000,
2009,"3153001609",125,7,3,10.5,6300,,,,,,,600,
2009,"3153001609",136,7,64,3,600,,,,,,,200,
2009,"3153001609",112,3,85,15,1500,,,,,,,1500,
2009,"3153001609",124,1,85,2,600,,,,,,,300,
2009,"3153001609",150,7,51,0.25,125,,,,,,,250,
2009,"3153001609",149,7,54,2,200,,,,,,,100,
2009,"3153001609",147,7,1,2,5600,,,,,,,2800,
2009,"3153001609",141,2,1,2,2800,,,,,,,1400,
2009,"3153001609",107,2,64,,,,,2,2000,,,,1000
2009,"3153001609",114,2,1,2,3000,,,,,,,1500,
2009,"3153001610",139,3,66,,,,,15,3000,,,,200
2009,"3153001610",107,4,64,,,,,12,12000,,,,1000
2009,"3153001610",115,3,32,,,,,15,3000,,,,200
2009,"3153001610",122,1,55,1,3000,,,,,,,3000,
2009,"3153001610",150,7,51,2,500,,,,,,,250,
2009,"3153001610",118,1,1,1,3400,,,,,,,3400,
2009,"3153001610",151,7,24,,,21,21000,,,,,1000,
2009,"3153001610",133,7,22,,,,,2,6000,,,,3000
2009,"3153001610",147,7,1,1,2800,,,,,,,2800,
2009,"3153001610",127,6,28,6,4800,,,,,,,800,
2009,"3153001610",149,7,54,3,300,,,,,,,100,
2009,"3153001610",136,6,64,3,1500,,,,,,,500,
2009,"3153001610",135,6,64,2,200,,,,,,,100,
2009,"3153001610",141,5,1,10,15000,,,,,,,1500,
2009,"3163001601",150,7,1,0.5,250,,,,,,,500,
2009,"3163001601",105,5,64,,,,,8,5600,,,,700
2009,"3163001601",115,2,32,4,10000,,,,,,,200,
2009,"3163001601",148,7,54,1,100,,,,,,,100,
2009,"3163001601",140,3,32,,,,,6,1200,,,,200
2009,"3163001601",139,1,64,,,,,2,400,,,,200
2009,"3163001601",136,2,64,1,200,,,,,,,200,
2009,"3163001601",135,3,64,3,300,,,,,,,100,
2009,"3163001601",127,2,4,2,400,,,,,,,200,
2009,"3163001603",150,7,1,0.5,500,,,,,,,1000,
2009,"3163001603",105,1,64,2,2000,,,,,,,1000,
2009,"3163001603",141,3,32,,,,,4.5,1350,,,,300
2009,"3163001603",123,1,55,1,4000,,,,,,,4000,
2009,"3163001603",107,4,64,,,,,4,2000,,,,500
2009,"3163001603",116,2,32,,,,,3,600,,,,200
2009,"3163001603",146,2,32,,,,,2,1000,,,,500
2009,"3163001603",108,2,32,,,,,10,2000,,,,200
2009,"3163001603",139,1,64,2,400,,,,,,,200,
2009,"3163001603",135,4,64,2,200,,,,,,,100,
2009,"3163001607",150,7,52,1,300,,,,,,,300,
2009,"3163001607",139,4,64,,,,,8,800,,,,100
2009,"3163001607",115,7,32,,,,,28,5600,,,,200
2009,"3163001607",141,3,33,,,,,6,3000,,,,500
2009,"3163001608",107,4,64,,,,,,,2,1000,500,
2009,"3163001608",156,7,85,1,200,,,,,,,200,
2009,"3163001608",145,2,32,,,,,2,600,,,,300
2009,"3163001608",150,4,54,0.25,125,,,,,,,,500
2009,"3163001608",157,3,,,,,,,,,3000,,
2009,"3163001608",124,1,85,,,,,4,800,,,,200
2009,"3173000901",127,3,28,1,600,,,,,,,600,
2009,"3173000901",146,4,32,,,,,4,3200,,,,800
2009,"3173000901",147,7,32,3,4200,,,,,,,1400,
2009,"3173000901",117,1,1,1,3500,,,,,,,3500,
2009,"3173000901",112,7,85,,,,,140,28000,,,,200
2009,"3173000901",152,1,24,1,1300,,,,,,,1300,
2009,"3173000901",151,4,26,4,2400,,,,,,,600,
2009,"3173000901",125,7,3,,,,,,,7,2800,400,
2009,"3173000901",141,3,32,4.5,2700,,,,,,,,600
2009,"3173000901",153,7,26,7,7000,,,,,,,1000,
2009,"3173000901",136,3,64,3,300,,,,,,,100,
2009,"3173000901",122,1,55,3,3000,,,,,,,1000,
2009,"3173000901",137,1,85,1,700,,,,,,,700,
2009,"3173000901",132,7,85,,,,,120,3000,,,,25
2009,"3173000901",150,7,51,0.5,200,,,,,,,400,
2009,"3173000901",139,4,66,,,,,8,400,,,,200
2009,"3173000901",145,2,32,4,1200,,,,,,,600,
2009,"3173000901",116,7,32,,,,,14,4200,,,,300
2009,"3173000901",149,7,54,1,100,,,,,,,100,
2009,"3173000901",135,3,64,1,200,,,,,,,200,
2009,"3173000902",139,4,66,,,,,8,800,,,,100
2009,"3173000902",132,7,64,,,,,10,1000,10,1000,100,100
2009,"3173000902",105,4,64,,,,,4,2000,,,,500
2009,"3173000902",127,7,4,2,400,,,,,,,200,
2009,"3173000902",107,3,64,,,,,2,2000,,,,1000
2009,"3173000902",135,2,85,1,100,,,,,,,100,
2009,"3173000902",150,7,1,0.5,500,,,,,,,1000,
2009,"3173000902",146,2,32,0.800000011920929,1000,,,,,,,1000,
2009,"3173000902",153,1,32,2,500,,,,,,,250,
2009,"3173000902",122,2,64,,,,,2,2000,,,,1000
2009,"3173000903",141,7,32,,,,,14,8400,,,,600
2009,"3173000903",139,2,66,,,,,2,200,,,,100
2009,"3173000903",150,7,33,,,,,,,1,250,250,
2009,"3173000903",149,3,54,1,100,,,,,,,100,
2009,"3173000903",132,3,85,,,,,50,1250,,,25,
2009,"3173000903",114,1,45,12,300,,,,,,,25,
2009,"3173000903",147,3,32,1,1200,,,,,,,1200,
2009,"3173000903",125,1,32,2,500,,,,,,,250,
2009,"3173000903",127,3,28,1,500,,,,,,,500,
2009,"3173000903",112,1,85,,,,,7,700,,,,100
2009,"3173000903",136,1,64,3,300,,,,,,,100,
2009,"3173000903",115,6,32,,,,,18,5400,,,,300
2009,"3173000903",135,3,64,4,400,,,,,,,100,
2009,"3173000903",113,1,32,,,,,3,900,,,,300
2009,"3173000905",107,1,64,1,500,,,,,,,500,
2009,"3173000905",147,6,32,1,1200,,,,,,,1200,
2009,"3173000905",112,1,85,5,500,,,,,,,100,
2009,"3173000905",150,7,51,1,300,,,,,,,300,
2009,"3173000905",136,3,64,3,300,,,,,,,100,
2009,"3173000905",141,3,32,3,1800,,,,,,,600,
2009,"3173000905",115,2,32,4,2000,,,,,,,500,
2009,"3173000905",146,2,32,1,800,,,,,,,800,
2009,"3173000905",116,1,32,2,1000,,,,,,,500,
2009,"3173000905",139,2,66,2,1000,,,,,,,500,
2009,"3173000905",135,6,64,3,300,,,,,,,100,
2009,"3173000905",143,1,32,1,400,,,,,,,400,
2009,"3173000905",154,3,32,19,3800,,,,,,,200,
2009,"3173000905",105,2,64,2,1000,,,,,,,500,
2009,"3173000905",127,6,4,6,1200,,,,,,,200,
2009,"3173000905",132,7,85,,,,,210,5250,,,,25
2009,"3173000905",113,2,32,2,1000,,,,,,,500,
2009,"3173000905",149,6,54,2,200,,,,,,,100,
2009,"3173000906",146,2,33,2,900,,,,,,,450,
2009,"3173000906",136,2,64,2,400,,,,,,,200,
2009,"3173000906",141,3,32,4.80000019073486,3600,,,,,,,600,
2009,"3173000906",103,2,69,,,,,1,5000,,,,5000
2009,"3173000906",147,7,32,2,2800,,,,,,,1400,
2009,"3173000906",127,4,28,1,600,,,,,,,600,
2009,"3173000906",125,7,32,,,,,21,5250,,,,250
2009,"3173000906",135,4,64,1,200,,,,,,,200,
2009,"3173000906",113,3,32,,,,,9,900,,,,100
2009,"3173000906",107,6,64,,,,,6,6000,,,,1000
2009,"3173000906",112,3,85,,,,,21,2100,,,,100
2009,"3173000906",150,7,51,1,250,,,,,,,250,
2009,"3173000906",121,1,85,1,6000,,,,,,,6000,
2009,"3173000906",117,1,1,1,4000,,,,,,,4000,
2009,"3173000906",139,2,66,,,,,10,1000,,,,100
2009,"3173000906",149,7,54,1,100,,,,,,,100,
2009,"3173000909",141,4,32,3.20000004768372,3200,,,,,,,800,
